name,book_id
Ivan Turgenev,19117
George Reavy,19117
Jane Costlow,19117
Eliyahu M. Goldratt,113934
Jeff Cox,113934
Geraldine Brooks,9684523
Claudia Gray,2722413
Lee Child,108942
Karen Joy Fowler,2152
Ian McEwan,21965107
Janet Evanovich,7023554
Ashlee Vance,22543496
James S.A. Corey,12591698
Rebecca Donovan,13454149
Homer,1375
Robert Fagles,1375
Bernard Knox,1375
Mark Waid,16992
Alex Ross,16992
Elliot S. Maggin,16992
Henri Charrière,6882
Sarah Waters,56373
Chris Colfer,11607446
Brandon Dorman,11607446
David Ebershoff,2586771
Walter Dean Myers,44184
George R.R. Martin,9814682
Patricia Cornwell,132336
Brian K. Vaughan,16148398
Fiona Staples,16148398
Sara Shepard,1651302
Jessica Sorensen,15717876
Kevin Hearne,9533378
Stephen King,22076
Kim Stanley Robinson,77507
Charlotte Perkins Gilman,286957
Elaine Hedges,286957
H.G. Wells,17136
Alfred MacAdam,17136
Nora Roberts,628139
Brent Weeks,12499290
Morgan Matson,18189606
Steve Martin,7907803
Heidi Murkoff,174703
Arlene Eisenberg,174703
Sandee Hathaway,174703
John Flanagan,127823
Marian Keyes,165030
Peter Thiel,18050143
Blake  Masters,18050143
Sarah J. Maas,28260587
Charles Dickens,169848
Katharine Kroeber Wiley,169848
Gillian Flynn,26025580
Neil Gaiman,16790
Amish Tripathi,12820793
Kurt Vonnegut Jr.,4985
Jim Gaffigan,16141924
David McCullough,2279
Ron Chernow,16130
Dr. Seuss,7788
Various,7788
Nikolai Gogol,28381
Robert A. Maguire,28381
Elle Kennedy,24920901
Kiera Cass,26074181
David Baldacci,11007587
Arlene Mosel,551876
Blair Lent,551876
L.J. Smith,3099787
Tina Reber,8204005
James Patterson,13143
Penelope Douglas,20803953
Alison Weir,10104
Yevgeny Zamyatin,76171
Clarence Brown,76171
Barbara Kingsolver,14250
John Scalzi,239399
Alan Paton,6150
Brian Froud,887201
Alan Lee,887201
Gregory Maguire,18943
Nick Hornby,4268
Cassandra Clare,25494343
Cornelia Funke,2325825
Isaac Asimov,76683
Thomas Hardy,50798
David Eddings,587582
Shirley Jackson,89723
Margaret Peterson Haddix,7182899
Aprilynne Pike,5056084
Cecily von Ziegesar,22188
Frederick Forsyth,149572
Elizabeth Strout,15823461
Yuval Noah Harari,23692271
Chelsea Handler,9902804
Johnny Kansas,9902804
Stephanie Stehling,9902804
Heather McDonald,9902804
Roy Handler,9902804
Brad Wollack,9902804
Amber Mazzola,9902804
Josh Wolf,9902804
Shoshanna Handler,9902804
Eva Magdalenski,9902804
Amy Meyer,9902804
Glen Handler,9902804
Dave Mallow,9902804
Sarah Colonna,9902804
Tana French,10805160
M. Leighton,16001893
William Shakespeare,569564
Ursula K. Le Guin,13651
Henning Mankell,935308
Steven T. Murray,935308
John Grisham,7933437
Dean Koontz,32424
James Patterson,21436
Keith David,21436
Anthony Heald,21436
Judy Blume,80674
Shari Lapena,28815474
Cynthia Hand,11563110
Ann Leckie,17333324
Terry Goodkind,5038
James C. Collins,4122
Jerry I. Porras,4122
Allen Eskens,20758175
Eric Wilson,3412815
Jack Higgins,295961
Laurell K. Hamilton,30273
David Wong,1857440
Carl Sagan,17349
Ann Druyan,17349
Lucy Christopher,6408862
Stanisław Lem,95558
Elizabeth Wurtzel,227603
Lloyd Alexander,24784
Daniel J. Levitin,141565
Mitch Albom,17888952
Augusten Burroughs,61115
Anna Quindlen,17884042
Agatha Christie,16322
Anonymous,280111
J.R. Ward,10993282
Julia Quinn,110391
Margaret Weis,68378
Tracy Hickman,68378
Lorraine Hansberry,5517
Richard K. Morgan,40445
Tom Clancy,34993
A.J. Banner,25837341
Brian K. Vaughan,17131869
Fiona Staples,17131869
Lee Child,231562
Michael   Lewis,20604826
Jean-Dominique Bauby,193755
Jeremy Leggatt,193755
Bill O'Reilly,13538641
Martin Dugard,13538641
John Grisham,25387351
Bill Bryson,10538
Chevy Stevens,7159515
Frank McCourt,4912
Charles C. Mann,39020
Marissa Meyer,22489107
Kay Redfield Jamison,361459
Sarah  Young,381421
Edward Albee,14940
Andrzej Sapkowski,1128434
Umberto Eco,17841
William Weaver,17841
Don Freeman,270067
James Patterson,21445
Maxine Paetro,21445
Jacqueline Carey,153008
Eric Metaxas,7501962
Janet Evanovich,11746513
Michael  Grant,6686092
A.W. Tozer,672493
Julie Kagawa,9659607
Jacqueline Winspear,462033
Raymond E. Feist,43916
Ann Brashares,5453
Terry Pratchett,34527
Stieg Larsson,7822895
Reg Keeland,7822895
Dot Hutchison,29981261
Tom Robbins,9370
Jeaniene Frost,5604848
R.K. Lilley,16134782
James Patterson,13128
Meg Cabot,19448
Bill Bryson,27
David Levithan,23228
Wally Lamb,17349023
James Patterson,3393124
Alexandra Adornetto,7778981
Kiran Desai,95186
Raymond E. Feist,13813
Johann Wolfgang von Goethe,16640
Burton Pike,16640
Jeaniene Frost,3570231
Alexandra Fuller,24687
Robin McKinley,41424
Jonathan Safran Foer,6604712
Angie Sage,355917
Mark Zug,355917
سعود السنعوسي,13637412
Saud Alsanousi,13637412
Rae Carson,10429092
Ann Aguirre,7137327
Dava Sobel,4806
Neil Armstrong,4806
Patricia Cornwell,232145
Johann Wolfgang von Goethe,14706
Peter Salm,14706
James W. Loewen,296662
Robin Hobb,45108
Joe Hill,3217221
Gabriel Rodríguez,3217221
Patrick Ness,6043849
Alexandra Ripley,73062
Laurell K. Hamilton,30241
F. Scott Fitzgerald,46165
Blaine Harden,11797365
Kim Harrison,30263
Curtis Sittenfeld,25852870
Sarah Thornton,6988014
J.R.R. Tolkien,597790
Christopher Tolkien,597790
Alan Lee,597790
Dave Ramsey,78427
Richard Atwater,61549
Florence Atwater,61549
Robert Lawson,61549
Orson Scott Card,234724
Lev Grossman,19103097
William Faulkner,10979
E.B. White,24335
Fred Marcellino,24335
George Saunders,13641208
Sherrilyn Kenyon,6944032
Thomas J. Stanley,998
William D. Danko,998
Ally Carter,5267365
Bob Dylan,14318
Bill Bryson,26
Lisa See,9500416
Sidney Sheldon,43326
Laura Ingalls Wilder,8248
Garth Williams,8248
Iain M. Banks,18630
George Selden,24384
Garth Williams,24384
Patrick Lencioni,21343
William S. Burroughs,23940
Oliver  Harris,23940
Allen Ginsberg,23940
Roger Fisher,313605
William Ury,313605
Bruce Patton,313605
R.K. Lilley,16136959
Colleen Hoover,25111004
Kerry Lonsdale,29639736
Samantha Towle,15724654
Madeline Miller,11250317
Amy Schumer,29405093
Krishna-Dwaipayana Vyasa,99944
Simon Brodbeck,99944
Juan Mascaró,99944
Paul Auster,431
Art Spiegelman,431
Pam Muñoz Ryan,89763
J.D. Salinger,5114
Candace Bushnell,7455
Laurell K. Hamilton,30244
Friedrich Nietzsche,12321
R.J. Hollingdale,12321
Michael Tanner,12321
Christopher Paul Curtis,108077
Charles Bukowski,497199
Julie Kagawa,10215349
Dave Cullen,5632446
Anne Rice,31340
Laila Ibrahim,22319275
Mark Owen,15814872
Kevin Maurer,15814872
Laura Moriarty,13056159
Patricia Cornwell,232123
Richard Bachman,10596
Stephen King,10596
Neil Gaiman,25101
Matt Wagner,25101
George Pratt,25101
Dick Giordano,25101
Kelley Jones,25101
P. Craig Russell,25101
Mike Dringenberg,25101
Malcolm Jones III,25101
Todd Klein,25101
Harlan Ellison,25101
James Patterson,13130
Andrew Gross,13130
George Eliot,54539
Jennifer L. Armentrout,13644052
Michael Pollan,13839
Kami Garcia,7930335
Margaret Stohl,7930335
Kate Morton,6746018
Clare Mackintosh,23125266
Robert Louis Stevenson,325128
H.G. Bissinger,85431
David Sheff,180066
Abbi Glines,12900174
Edgar Allan Poe,261240
Ovid,1715
David Raeburn,1715
Denis Feeney,1715
Julia Alvarez,11206
Robert Morgan,77398
Jennifer L. Armentrout,9680718
Bo Hampton,93263
Tracey Hampton,93263
Washington Irving,93263
Jen Lancaster,27126
Nora Roberts,12716613
Karin Slaughter,21718
Wallace Stegner,292408
John le Carré,18989
Brian Jacques,99085
Veronica Rossi,13253276
Elin Hilderbrand,712313
James Frey,6520
Tennessee Williams,72159
James Patterson,1829709
Robin Hobb,45109
David Baldacci,204276
Michael Connelly,9681098
Tad Williams,91981
Marjane Satrapi,9522
Jan Karon,71776
Tony Hsieh,6828896
Anthony Horowitz,542414
Erika Johansen,18712886
Gordon Korman,3552023
Holly Black,46777
Lee Child,455930
L.J. Smith,1895792
Colleen Hoover,24378015
Tarryn Fisher,24378015
Elizabeth Haynes,15818362
Richard Lancelyn Green,76237
Ronald Knox,76237
Julian Symons,76237
Various,76237
James Patterson,79378
Terry Goodkind,43893
James Rollins,92147
Harlan Coben,22571540
Sara Shepard,1537534
E.M. Forster,45195
Oliver Stallybrass,45195
Pankaj Mishra,45195
Rachel Hartman,19549841
Nora Roberts,26046
Jean M. Auel,49824
Jim Butcher,2903736
Erich Segal,73968
Kevin Henkes,858513
Wendy Higgins,11808950
Herman Wouk,21484
Stephen King,12341557
Jae Lee,12341557
Bernard Cornwell,68527
Michael E. Gerber,81948
James Howe,281235
Deborah Howe,281235
Alan Daniel,281235
R.A. Salvatore,66678
Amanda Hocking,11947829
Jussi Adler-Olsen,10822858
Lisa Hartford,10822858
Gabriel García Márquez,23876
Rick Riordan,3992598
Oliver Sacks,1297985
Stephen King,25526965
Christopher Moore,3684856
John Connolly,69136
Bill Clinton,49195
Frank Miller,59952
Lynn Varley,59952
Linda Sue Park,6697305
Ally Carter,6950688
Lee Child,455941
Charlaine Harris,58077
Jo Nesbø,1991039
Don Bartlett,1991039
Nora Roberts,407234
Jodi Picoult,10912
Nobuhiro Watsuki,294963
Kenichiro Yagi,294963
Miranda Kenneally,9888775
Joe Simpson,18600
Colleen Hoover,15784909
Simms Taback,205330
Dan Millman,2255
Salman Rushdie,12781
Barbara Demick,6178648
Jack Welch,866222
Suzy Welch,866222
Gail McHugh,17158596
Jonah Lehrer,3860977
Laurie R. King,91661
Jean de Brunhoff,356321
Merle S. Haas,356321
Michael Scott,8458018
Jim Butcher,6316821
Tom Rachman,6834410
Katja Millay,16151178
Marjane Satrapi,9517
Anjali Singh,9517
Terry Pratchett,64217
Raymond E. Feist,149302
Jenny Downham,1314332
Elizabeth Gilbert,6728738
Sarah Dessen,104378
Veronica Roth,18080920
Terry Goodkind,43887
Julia Child,129650
Simone Beck,129650
Louisette Bertholle,129650
Kazue Kato,9876989
John Werry,9876989
Terry Goodkind,604803
Mohsin Hamid,88815
Jennifer A. Nielsen,12432220
John Updike,85386
Daniel Todd Gilbert,56627
T.S. Eliot,400412
Else Holmelund Minarik,201146
Maurice Sendak,201146
Edgar Allan Poe,206172
Terry Pratchett,34529
Terry Pratchett,62530
Naomi Novik,28876
Holly Black,444304
Tony DiTerlizzi,444304
David Platt,7497897
Robert Greene,1303
Joost Elffers,1303
Jean Craighead George,41667
Susanna Kearsley,3392089
Rosalyn Landor,3392089
Peter Lerangis,5861926
Robin Cook,85437
Hubert Selby Jr.,46945
Darren Aronofsky,46945
Richard Price,46945
Erin Hunter,111332
Dee Brown,76401
Władysław Szpilman,128066
Anthea Bell,128066
Maya Banks,16033902
Ian Edginton,3052106
Oscar Wilde,3052106
I.N.J. Culbard,3052106
Robert McCammon,11557
Kazuo Ishiguro,22522805
China Miéville,68494
Carrie Jones,4070493
Terry Pratchett,2442
Geoffrey Crayon,721012
Washington Irving,721012
William L. Hedges,721012
Frank Herbert,117
David Wilkerson,772852
John Sherrill,772852
Elizabeth Sherrill,772852
Jim Butcher,346087
Chuck Palahniuk,9912994
Cynthia Lord,222458
Karen Russell,8584686
Michael Connelly,49353
Mark Kurlansky,2715
Charlotte Brontë,31173
A.S. Byatt,31173
Μαρία Λαϊνά,31173
Ignes Sodre,31173
Neal Stephenson,10552338
Terry Pratchett,34502
Janet Evanovich,14740588
Richard Dawkins,6117055
Frank Miller,392297
Og Mandino,356896
Ian Fleming,3758
Paullina Simons,83144
Toni Morrison,11346
A.G. Riddle,17999892
Philippa Gregory,7148256
Julie James,6642402
Dr. Seuss,105552
Stephen King,10607
Peter Straub,10607
Neil Gaiman,15719
Andy Kubert,15719
Richard Isanove,15719
Peter Sanderson,15719
Vince Flynn,26722
Peter Heller,13330761
John le Carré,19494
Jim Butcher,133664
James Patterson,13162
Haruki Murakami,6443834
村上 春樹,6443834
Paulo Coelho,4004
Alan R. Clarke,4004
Lee Child,383028
Sheila Burnford,231821
Geraldine Brooks,13529
Lee Child,13359067
Dick Hill,13359067
Grant Morrison,22369
Frank Quitely,22369
George R.R. Martin,12177850
Nora Roberts,16158558
Alyson Noel,7198988
Fiona Barton,25734248
Patrick Carman,6255144
Kiera Cass,15820748
Marie Rutkoski,16069030
Sapphire,71332
Elena Ferrante,17465515
Ann Goldstein,17465515
Arthur C. Clarke,70539
Atsushi Ohkubo,6406018
William Kent Krueger,15803059
David Baldacci,14839
Gene Luen Yang,118944
Eugene Bradley Coco,1335184
Ron Dias,1335184
Walt Disney Company,1335184
K.A. Tucker,15990969
David Mitchell,7141642
Christopher Marlowe,18525
Sherrilyn Kenyon,84145
Candace Bushnell,6614
James Patterson,79379
Anthony Robbins,180116
Tony Robbins,180116
Frederick L. Covan,180116
Laurell K. Hamilton,30246
Laurell K. Hamilton,30242
Diane Chamberlain,19286669
Kurt Vonnegut Jr.,9597
Arthur Conan Doyle,10155
Terry Pratchett,34511
Octavia E. Butler,60931
Laura Ingalls Wilder,8282
Garth Williams,8282
Henry Cloud,525488
John Townsend,525488
Maggie Stiefvater,17378508
Philip Roth,43945
Luca Marinelli,43945
John C. Maxwell,815716
Zig Ziglar,815716
Margaret Atwood,51019
J. Sterling,15783307
Patrick Ness,7540092
Orson Scott Card,8647
Brian Selznick,10128428
Sarah Ban Breathnach,748862
Moira Young,9917938
James Patterson,13131
Maxine Paetro,13131
Edgar Rice Burroughs,40395
John Seelye,40395
Margaret Atwood,17262203
Laura Ingalls Wilder,77770
Garth Williams,77770
Victoria Finlay,19596
John Grisham,5357
Michael Connelly,24244
Kristin Hannah,12022079
Christina Lauren,16117506
Libba Bray,127459
Ernest J. Gaines,5197
David Sedaris,178357
Nicholas Sparks,24820165
Sophie Kinsella,7415016
Gene Zion,857448
Margaret Bloy Graham,857448
Jennifer Weiner,18144115
George Orwell,393199
Hiro Fujiwara,6081685
Nick Bantock,381102
Leigh Bardugo,14061957
أحمد خالد توفيق,3503947
Jennifer Weiner,421549
Cheryl Strayed,13152194
Karen Marie Moning,743599
Ann Rule,15654
Claudia Gray,3054684
Michael Crichton,7668
Sidney Sheldon,136167
Michael Connelly,7936809
Louis Sachar,10065
Joel Schick,10065
Julie Orringer,7274337
Arthur Morey,7274337
Pittacus Lore,15861491
Thomas Hardy,56759
Keith Wilson,56759
John Steinbeck,8732
Jo Nesbø,498389
Alice Hoffman,5159
Anne Rice,119091
Tim Curry,119091
Laurell K. Hamilton,190361
Peter V. Brett,9268487
John Grisham,1248179
Tamora Pierce,13830
Ben Aaronovitch,8680417
Marian Keyes,9303
Terry Pratchett,34501
Vikram Seth,50365
Chimamanda Ngozi Adichie,22738563
Patricia Briggs,8087906
Amy Sedaris,4135
William Gibson,22320
Peter  Swanson,21936809
Patricia Schultz,11525
Angie Sage,355916
Mark Zug,355916
Roald Dahl,6667
Quentin Blake,6667
Anne Lamott,10890
Vince Flynn,184657
Tamora Pierce,13836
Isaac Asimov,30013
Max Lucado,56728
Renee Ahdieh,18798983
Nicholas D. Kristof,6260997
Sheryl WuDunn,6260997
Daniel Handler,10798418
Maira Kalman,10798418
Sarah J. Maas,18243700
Curtis Sittenfeld,2807199
Jim Butcher,29394
Mary Doria Russell,334176
Jodi Picoult,10910
Charlie N. Holmberg,20727654
Steve Harvey,6023056
Candice Millard,10335318
Shirley Jackson,89724
Jonathan Lethem,89724
Emerson Eggerichs,56405
Michael Connelly,2761626
Timothy Zahn,216442
Lee Child,17262159
Gail Carson Levine,183656
Richard Wright,228630
Jerry W. Ward Jr.,228630
Lalita Tademy,5167
Terry Goodkind,43884
Isaac Asimov,29582
James D. Bradley,10058
Ron Powers,10058
A.A. Milne,99111
Ernest H. Shepard,99111
Mahatma Gandhi,112803
Lance Armstrong,2265
Sally Jenkins,2265
Stephen E. Ambrose,45546
Helen Macdonald,18803640
David Nicholls,21423525
R.A. Salvatore,66695
Christopher Yost,6393082
Orson Scott Card,6393082
Pasqual Ferry,6393082
Frank D'Armata,6393082
Karuho Shiina,6218007
Tomo Kimura,6218007
Dean Koontz,182425
Terry Pratchett,34510
C.J. Roberts,12513614
James Allen,81959
Mary Roach,2082136
Rachel Caine,544257
Nina George,23278537
Simon Pare,23278537
Ian McEwan,13562049
Abbi Glines,17333880
Tom Clancy,19675
Ann Voskamp,8592946
Robert Bloch,156427
Robin Hobb,45100
Alistair MacLean,148337
Clint Willis,148337
Maeve Binchy,41977
Rupi Kaur,23513349
Tom Clancy,5720
Neil Gaiman,16788
Rosamund Lupton,8196732
Liu Cixin,20518872
Ken Liu,20518872
Terry Pratchett,48002
Mark Millar,154798
Kilian Plunkett,154798
Andrew Robinson,154798
Walden Wong,154798
Dave Johnson,154798
Julia Glass,227593
Benjamin Franklin,52309
Lewis Leary,52309
Timothy J. Keller,1858013
Mark  Lawrence,12891107
Jeffrey Archer,12160906
Meg Cabot,187811
Sara Shepard,3047849
W. Chan Kim,4898
Renée Mauborgne,4898
James Patterson,6431790
Sarah Addison Allen,8546358
Audrey Wood,815234
Don    Wood,815234
Matthew FitzSimmons,27239265
Christopher Moore,33453
Jamie McGuire,18104607
Vernor Vinge,77711
Eckhart Tolle,6709
Caroline B. Cooney,19469
Robert Lopshire,413158
Sophie Jordan,6448470
Italo Calvino,9809
William Weaver,9809
Jessica Park,11096647
Richard Flanagan,17905709
A.N. Roquelaure,26582
Anne Rice,26582
Jennifer Worth,6114607
Hunter S. Thompson,10882
Jennifer Weiner,9758764
L.J. Smith,395922
Susan Elizabeth Phillips,73070
Michael   Lewis,13707738
Jennifer Weiner,7227174
Stendhal,14662
Roger Gard,14662
Philippa Gregory,16183
Catherine Fisher,332775
C.C. Hunter,10800916
Bev Vincent,452157
Josephine Angelini,9462795
Alyson Noel,7739934
N.H. Kleinbaum,67238
Emily Bleeker,23745132
Terry Pratchett,63720
John Flanagan,1524173
Paramahansa Yogananda,639864
Kevin Hearne,9595650
Alvin Schwartz,1325218
Stephen Gammell,1325218
Harlan Coben,26109394
John Hersey,27323
Jennifer Brown,6316171
Kasie West,15283043
Karen Armstrong,3873
James S.A. Corey,16131032
Pablo Neruda,5932
W.S. Merwin,5932
Cristina García,5932
Tom Clancy,382549
David Shannon,1062516
Thomas More,18414
Paul Turner,18414
Pseudonymous Bosch,1099301
Gilbert Ford,1099301
Danielle  Paige,18053060
Dean Koontz,16429
Aimee Bender,7048800
James Patterson,6588
Dai Sijie,533465
Ina Rilke,533465
Roxane Gay,18813642
V.C. Andrews,226709
Roald Dahl,6690
Quentin Blake,6690
Amy Chua,9160695
Noelle Stevenson,19351043
Giada De Laurentiis,1192
Patricia Cornwell,6537
James Patterson,84736
Jeanette Winterson,15055
R.K. Lilley,16139641
Ravinder Singh,19427193
Betty MacDonald,25051
Alexandra Boiger,25051
Michael Connelly,58962
Dan   Harris,18505796
Ina Garten,120230
Quentin Bacon,120230
Michael Connelly,32504
Isaac Asimov,41821
Peter Lerangis,6393047
Sena Jeter Naslund,7742
CLAMP,13570
Anthony Gerard,13570
Darren Shan,8962
Alan Moore,297627
Kevin O'Neill,297627
M.T. Anderson,169756
Nalini Singh,3819326
Euripides,752900
Rex Warner,752900
Cinda Williams Chima,6342491
Hannah Hurnard,821056
Charles Burns,38333
Brian K. Vaughan,19358975
Fiona Staples,19358975
Lee Child,20263040
Therese Anne Fowler,15994634
Kurt Vonnegut Jr.,4979
Catherine Ryan Hyde,17667452
Martha Hall Kelly,25893693
James Patterson,552894
Maxine Paetro,552894
Lee Child,23664710
Anthony Marra,18428067
Abbi Glines,13496738
Will Schwalbe,13414676
Lauren Barnholdt,1672727
Raine Miller,16001443
John Flanagan,1814843
C.S. Lewis,49221
Warren Ellis,22416
Darick Robertston,22416
Garth Ennis,22416
Tamora Pierce,13833
George W. Bush,8099187
James Patterson,6387565
Gabrielle Charbonnet,6387565
Jean Craighead George,386286
John Schoenherr,386286
Judy Blume,37743
David McCullough,22609391
Robert Ludlum,31231
Jon Meacham,3147367
David Baldacci,15842230
Brandon Sanderson,16065004
Helen Fielding,17262155
C.S. Lewis,30633
Mia Sheridan,20639274
Alyson Richman,11010251
Umberto Eco,10505
Girolamo De Michele,10505
Alastair McEwen,10505
Robert Graves,18765
Joelle Charbonneau,13326831
Janet Evanovich,17908462
Kirsty Moseley,13628209
Tamora Pierce,13829
Darynda Jones,8788554
Amanda Lindhout,18039963
Sara Corbett,18039963
Vera Brosgol,9615347
Bret Easton Ellis,9912
Kim Harrison,30262
R.A. Salvatore,66693
Jean Rhys,44597
John Fowles,16286
David Eddings,189811
Louise Rennison,402014
Caroline Kepnes,20821614
Laini Taylor,13618440
John Grisham,1205297
Colleen Houck,9284655
Frank Herbert,105
Jacqueline Woodson,20821284
Mira Grant,7094569
Gwyn Hyman Rubio,3476
L.M. Montgomery,77394
Steve Berry,75024
Sue Grafton,89165
Katherine Howe,4836308
Steven Erikson,55401
Kylie Scott,17983690
Jeffrey Archer,78982
Joe Abercrombie,2315892
Emma Healey,18635113
Vince Flynn,154424
Isabel Wilkerson,8171378
Claire North,20706317
Carlos Ruiz Zafón,13623012
Barbara W. Tuchman,11366
Robert K. Massie,11366
Vince Flynn,937249
John Marsden,71865
Robert M. Edsel,6514074
Bret Witter,6514074
Ava Dellaira,18140047
Helen Bryan,10776793
Yaa Gyasi,27071490
Mary Roach,7237456
David Baldacci,3410425
Mark Millar,3918010
John Romita Jr.,3918010
Rob Liefeld,3918010
Immaculée Ilibagiza,408615
Steve Erwin,408615
Michael  Grant,6686101
Charles Dickens,5344
Joël Dicker,16033842
Kate Atkinson,3722183
Harlan Coben,6681454
Maria V. Snyder,46202
CLAMP,667985
Shirley Kubo,667985
Koushun Takami,57891
Yuji Oniki,57891
Sarah Addison Allen,5126859
Nevil Shute,107301
Sophia Amoruso,18667945
Diane Chamberlain,2485785
Elizabeth Peters,188230
Nora Roberts,6070950
Tom Clancy,19670
C.S. Lewis,17343
Anthony Horowitz,224500
Dean Koontz,15676
Daniel Silva,93794
Mo Willems,490867
Edward Gorey,47558
Terry Pratchett,13147230
Stephen Baxter,13147230
Steven Pressfield,1319
Robert McKee,1319
Abbi Glines,13223520
Raymond Carver,11438
Sarah Dessen,104379
Michael J. Sullivan,10790290
Diane Chamberlain,17286747
Larry Niven,218467
Jerry Pournelle,218467
Nora Roberts,114144
W. Somerset Maugham,31548
Benjamin DeMott,31548
Maeve Binchy,31548
Gayle Forman,18879761
A.A. Milne,99110
Ernest H. Shepard,99110
Lisa Gardner,32527
Virginia Lee Burton,153542
Veronica Roth,17383994
Terry Pratchett,116296
Nora Roberts,7074000
Jodi Picoult,10908
Alexandra Bracken,16150830
Vicki Myron,3257136
Bret Witter,3257136
Soman Chainani,16248113
Kim Harrison,30259
Tana French,20821043
Brandon Sanderson,6604209
Jeffery Deaver,227729
Gordon Korman,6545536
Margret Rey,808853
H.A. Rey,808853
Michael Connelly,11082037
Naoko Takeuchi,500503
Steven D. Levitt,17331349
Stephen J. Dubner,17331349
Raina Telgemeier,13436373
Gurihiru,13436373
Sarah Vowell,3110
Roger Zelazny,92121
Alice Hoffman,18144053
Orson Scott Card,3220405
MaryJanice Davidson,421129
Paulo Coelho,4005
Joseph Campbell,35519
Bill Moyers,35519
John Scalzi,21418013
Jo Baker,17380041
Cary Elwes,21412202
Joe Layden,21412202
Various,21412202
Rob Reiner,21412202
Peggy Rathmann,773276
Robyn Schneider,13522285
Jude Watson,6389704
Frank W. Abagnale,138269
Stan Redding,138269
Laurell K. Hamilton,30248
Gary Zukav,119760
J. Kenner,16099159
Marisha Pessl,3483
Josh Malerman,18498558
Dan Wells,12476820
Timothy Egan,72223
Ellen Marie Wiseman,17802747
Sara Shepard,3047850
Vince Flynn,184655
Sylvia Plath,395090
Scott Snyder,13223349
Greg Capullo,13223349
Jonathan Glapion,13223349
Christopher Moore,33457
Raymond Khoury,46438
Kathy Griffin,6534932
Milan Kundera,240976
Aaron Asher,240976
Nicholas Evans,479415
Sherry Argov,46191
Sara Shepard,3047851
Kim Harrison,1225621
Edwin A. Abbott,433567
Banesh Hoffmann,433567
Libba Bray,7728889
Tim Tharp,3798703
Erich Fromm,14142
Peter D. Kramer,14142
Rainer Funk,14142
Suzanne Collins,537070
Terry Pratchett,64218
Neil Gaiman,25102
Shawn McManus,25102
Colleen Doran,25102
Bryan Talbot,25102
George Pratt,25102
Stan Woch,25102
Dick Giordano,25102
Todd Klein,25102
Marian Keyes,9302
Pat Conroy,16729
Francine Rivers,46601
Mary E. Pearson,16429619
James Clavell,42933
Eleanor Brown,8573020
Terry Pratchett,34498
Tom Perrotta,10762469
Mihaly Csikszentmihalyi,66354
Margaret Weis,23454
Tracy Hickman,23454
Portia de Rossi,9219901
Lisa Kleypas,693016
Carl Bernstein,96123
Bob Woodward,96123
Andrea Cremer,7263429
George Eliot,20564
A.S. Byatt,20564
Gary Shteyngart,7334201
Robin McKinley,407813
J.R. Ward,13570854
Michelle Rowen,10661081
Richelle Mead,10661081
C.S. Lewis,121732
Douglas R. Hofstadter,24113
Tamora Pierce,153780
Robert Frost,95819
Edward Connery Lathem,95819
Rodman Philbrick,8953
Jennifer E. Smith,15790873
Philip Yancey,53817
Vince Flynn,10816297
Jean M. Auel,74389
Jeff Kinney,17733898
Åsne Seierstad,9838
Ingrid Christopherson,9838
D.J. MacHale,833710
China Miéville,4703581
Kathy Reichs,128759
Ilona Andrews,4345498
Chelsea M. Cameron,15748898
Arthur Hailey,124918
James Patterson,7201913
Harold Bloom,4983
Terry Southern,4983
David H. Goldsmith,4983
James Lundquist,4983
Lawrence R. Broer,4983
Peter J. Reed,4983
Loree Rackstraw,4983
William S. Doxey,4983
Jerome Klinkowitz,4983
Richard Giannone,4983
John L. Simons,4983
Leonard Mustazza,4983
Zoltan Ab di-Nagy,4983
Peter Freese,4983
Wendy B. Faris,4983
Beverly Cleary,91248
Alan Tiegreen,91248
Timothy Zahn,216422
Brandon Sanderson,13578175
Stephen King,2906039
Patricia McCormick,201114
James Patterson,552887
Alexander Pushkin,27822
James E. Falen,27822
Amie Kaufman,13138635
Meagan Spooner,13138635
Alison Goodman,2986865
E.L. Konigsburg,4538
P.C. Cast,7933615
Kristin Cast,7933615
Rachel Hawkins,11454587
Carolyn Keene,32979
Russell H. Tandy,32979
Sara Paretsky,32979
Nelson DeMille,33810
Hugh Lofting,325421
Michael Hague,325421
Jodi Picoult,10911
Arnold Lobel,94803
Shirley Jackson,6219656
Adriana Trigiani,58822
Steve Berry,74824
Kelley Armstrong,7896345
Richelle Mead,9833184
Ilona Andrews,6479550
Isabel Allende,25152052
Nick Caistor,25152052
Amanda Hopkinson,25152052
Terry Pratchett,47990
Lara Adrian,704043
D.H. Lawrence,32071
Geoff Dyer,32071
Barbara Taylor Bradford,8155
Nicole  Williams,15757434
David Baldacci,15791154
William Gibson,22200
Lisa See,24472
Sarah Ockler,5231173
Robert T. Kiyosaki,81922
Sharon L. Lechter,81922
Camilla Läckberg,7058405
Steven T. Murray,7058405
Jane Green,22649
Donna Mabry,23481669
John Scalzi,88071
Laura Joffe Numeroff,826582
Felicia Bond,826582
Colleen Hoover,18593175
Marian Keyes,9298
Georgia Cates,17156015
Mary Higgins Clark,43339
Robin McKinley,77366
Franz Kafka,7723
Jason Baker,7723
Donna Freed,7723
Thrity Umrigar,218357
Unknown,3049
Burton Raffel,3049
Neil D. Isaacs,3049
Jerome K. Jerome,4921
