Company_ID,Review_ID,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt
C00004,R00244,4/16/2019, Quality Analyst,"Irving, TX",Former Employee ,Good Company to Work For,More than 8 years,0,Working from home is a bonus. The medical benefits are some of the best. Great Peers/Team Environment Good.,Opportunities for internal career advancement is very subjective. The company believes in a diverse work environment so advancing from within is challenging as the company would rather hire from the outside versus taking into consideration all the skills/knowledge an internal employee can bring to the table.,"Although the company does a good job of collecting data from employee surveys and round table discussions, not enough is done to implement change for career growth and merit increases."
C00004,R00245,4/16/2019, Senior Analyst,"Tampa, FL",Current Employee ,Plenty of Opportunity for Motivated,More than 5 years,0,You can shoot up the ladder quick--it's a real meritocracy in my area,"You have to work very hard and be legitimately meritorious to advance, but you must also be aggressive with lateral movement and networking to find an area that is progressing. Much stagnation in some departments","Ops needs more, better managers and staff. Seniors need *MUCH* better insight into the quality of their managers. So many managers are gifted in appearing to do good work while doing as little as possible"
C00004,R00246,4/15/2019, Vice President,"New York, NY",Current Employee ,Sales in ICG,Less than a year,0,"Smart people, big clients, good pay",Culture is lacking and negative attitudes.,Keep on building the culture out. Its definitely a work in progress but not where it should be compared to other banks.
C00004,R00247,4/15/2019, Senior Executive Administrative Assistant,"New York, NY",Current Employee ,Great Benefits,More than 10 years,0,"Being able to work Remotely when needed
Employee Bank Benefits have gotten better
Schedule
Movability","Some managers treat the Administrative Staff differently
Working remote and benefits like Summer Fridays is not across the board",
C00004,R00248,4/11/2019, Vice President/Information Security Professional,"Irving, TX",Current Employee ,Awesome Company,More than 3 years,0,NA,NA,NA
C00004,R00249,4/12/2019, Analyst,NA,Current Employee ,Big Company,More than a year,0,NA,NA,NA
C00004,R00250,4/10/2019,NA,NA,Former Employee ,Good for exp,More than 3 years,0,Good benefit for employees,More collaboration is new among teams,
C00004,R00251,4/8/2019, Workforce Capacity Coordinator,"Irving, TX",Current Employee ,"Culture has change, but still relaxed",More than 10 years,0,Benefits are great. Managements works with you to have a schedule that provides work life balance,Not much professional develop tenure employees. Gap in pay for tenure employees and current market rate,
C00004,R00252,4/9/2019, Digital Product Manager,NA,Current Employee ,x,NA,0,"work life balance
remote work",career advancement is slow a,
C00004,R00253,4/10/2019, Business Analyst,"Tampa, FL",Former Employee ,Good Company,More than 5 years,0,Pay and benefits are good,"Long hours, a bit chaotic at times",
C00004,R00254,4/10/2019, Senior Vice President,"New York, NY",Current Employee ,Lots of Opportunity,More than 10 years,0,"Large global company, good mobility opportunities. Can have a long and diversified career here. Hiring some of the best talent in the industry.",Doing better to embrace diversity but still has to work to do to make it a core tenet. Lots of bureaucracy and politics but no more than expected at a large bank. Doesn't pay as competitively.,
C00004,R00255,4/8/2019, Sales,"New York, NY",Current Employee ,Emphasis on institutional franchise over individual effort,More than 5 years,0,Great brand name no cold calls ever,But they pay subpar because they don’t attribute individual success to individual efforts,Comes up with different ways to empower employees in addition to closing the pay gap
C00004,R00256,4/9/2019, Risk Analyst,"O'Fallon, MO",Current Employee ,I like it.,More than 10 years,0,"benefits, vacation, 401k, citi values, co workers",constant changing of job responsibilities,
C00004,R00257,4/6/2019,NA,NA,Current Employee ,Room to grow and try something new,More than 8 years,0,Lots of opportunities to move around,Can be complex. You need to have the motivation to build a strong network,
C00004,R00258,4/5/2019, Senior IT Business Analyst,NA,Current Employee ,Great company to grow with,More than 10 years,0,NA,NA,NA
C00004,R00259,4/6/2019, AML Operation Risk Manager,"Miami, FL",Current Employee ,Kyc Operation Risk Manager,More than 8 years,0,Great people to work with. Manager support. Work flexibily.,"System issues, commute to work over an hr.",
C00004,R00260,4/3/2019, Compliance AML Execution Analyst,"Irving, TX",Former Employee ,Great experience,Less than a year,0,Fast paced environment. Great collaboration between colleagues in the FIU. Work is never dull. Work hours are great. Pay is very competitive.,"As with any call center environment, some personalities may be toxic and distracting but with added focus and management assistance, all can be made well.",Thank you for a wonderful experience.
C00004,R00261,4/2/2019, Vice President Marketing,"New York, NY",Former Employee ,Great Experience,More than 3 years,0,Work and life balance,"No Great career opportunity
Slow pace",Invest on current employees
C00004,R00262,4/1/2019, Personal Banker,"San Antonio, TX",Current Employee ,Citi,More than 5 years,0,Good pay and good time off,No bonuses and low raises,
C00004,R00263,4/16/2019, Senior Cyber Security Analyst,"Irving, TX",Current Employee ,"Exercise caution, ask hard questions",More than 3 years,0,"As a practice, telecommuting is allowed, however it's left up to individual managers and some simply do not understand that this should be the standard. Financial industry includes alot of holidays. Additional paid vacation is nice.","While telecommuting is an allowed HR practice, some managers do not possess the experience to manage remote workers or falsely believe that on site presence is more productive, especially when there's noone else in your own team at the site. The cybersec division is broken up into dozens of groups, geographically dispersed. Too often, these groups are duplicating their own efforts between themselves, claiming misplaced urgency or priority for every single task thus making all work having the same urgency which means they are not truly urgent, abrasive management and some peers.","Enforce managers to be respectful, non-abrasive until it's absolutely required, embrace telecommuting for good workers, pay employees better."
C00004,R00264,4/16/2019,NA,NA,Current Employee ,Meh,NA,0,There is the potential to learn a lot.,The bank is incredibly disorganized.,"Get it together. A lot of good people work here, but you'd never know it sometimes."
C00004,R00265,4/1/2019, SYSTEMS ANALYST/PRODUCTION SUPPORT,NA,Current Employee ,Room to grow.,NA,0,Nice place to work and grow.,None I can think of.,Management does its due diligence.
C00004,R00266,4/1/2019, Analyst,"New York, NY",Former Employee ,Good,More than a year,0,good work place would come again,"lots of hours
not flexible with hours",
C00004,R00267,4/14/2019, V P,NA,Current Employee ,Meh,More than a year,0,It was a job.. right?,Poor leadership and uncertain direction. Poor bonuses.,Diversify IT leadership. There are more choices than your friends from India.
C00005,R00268,4/9/2019, Section Manager,"New York, NY",Current Employee ,Construction,More than 10 years,0,Many Opportunities and Good People,Demanding —nights and weekends needed sometimes,
C00005,R00269,4/16/2019, Engineer,"New York, NY",Former Employee ,Good for Starting Out,More than 5 years,0,"Management program, not overloaded, lots of training",Groups like Transmission Planning are inflexible with work schedule. Huge CYA mentality.,There are too many people for some engineering jobs. I had too much free time. They should hire fewer people.
C00005,R00270,4/10/2019, Specialist,"New York, NY",Current Employee ,god place to work,More than a year,0,"benefits, people, location, work and others","managemenent, supervisors, training, and other thinks",
C00005,R00271,4/4/2019, Gas Construction Mechanic A,"Valhalla, NY",Current Employee ,"I am a hard worker, fast learner and feel I can be an asset to this company because of similar previous work experience.",More than 10 years,0,Working and helping customers. Learning new things on a daily basis while in the field.,Just dealing with the extreme hot and cold weather.,
C00005,R00272,4/4/2019, Technical Operation Supervisor,"New York, NY",Current Employee ,Great Company Overall,More than 8 years,0,"Great Company, many opportunities to move around, good benefits.","Not many, sometimes is more like ""Who you know"" instead of ""What you know"" to move into higher positions.",adopt Artificial Intelligence
C00005,R00273,4/8/2019,NA,NA,Current Employee ,Ok place depending where you work,NA,0,Jobs are available for movement around three company.,"Lots of politics, Nepotism, and cronyism.",
C00005,R00274,3/18/2019, Project Manager,NA,Current Employee ,Good experience,More than 10 years,0,"Job stability, hours, people, location","Low bonuses, low raises, nepotism, unfair promotional process that does not recognize career experience.",Value and promote experienced team members.
C00005,R00275,3/29/2019, Staff Accountant,"New York, NY",Former Employee ,Gaddafi Section Manager at Corporate Accounting.,NA,0,Pay is good the type of work you do.,One Gaddafi dictates other puppet Section Managers.,One has too much control over others please take into consideration.
C00005,R00276,3/29/2019,NA,NA,Current Employee ,Leadership is chosen based on nepotism,More than 10 years,0,"Working in new york city, you get involved with big projects that you see or hear about in the news","After several years, you will see the ones being promoted are not based on qualification but nepotism and other questionable characteristics.",Promote those who can do the job instead of those who just speak vaguely and hits all your buzzwords.
C00005,R00277,3/21/2019, Customer Service Representative,"Brooklyn, NY",Current Employee ,Customer service rep,More than a year,0,Great company with room for growth,work/life balance is almost none,
C00005,R00278,2/25/2019, Senior Systems Analyst,"New York, NY",Former Employee ,Excellent perks and stability,More than 3 years,0,"- Benefits: Despite frequent changes, they are still better than most other companies
- Stability: If you do your work properly and don't step on anyone's toes, you can have a long and growing career
- Salary: The compensation is very fair and you are often paid for extra time you work, although this is more unlikely as you rise in the ranks
- Work/Life balance: Some departments allow flex time and they also offer floating holidays. It's a great offering.","- Sometimes the ""old ways"" of doing things stifle productivity. It is slowly changing as younger generations move in and older generations retire though.",
C00005,R00279,4/4/2019, Customer Service Representative,NA,Current Employee ,Horrible work life balance,More than a year,0,the training is truly great,They micromanage you to the ground. Big brother is always watching should be their motto. They even bug you about how long you take at the bathroom and god forbid u get sick you can’t call out,
C00005,R00280,2/17/2019, Engineering Aide,NA,Former Employee ,Great pay for an internship and adds experience,More than a year,0,"Pay depends on number of credits taken in college, starts with $20+/hour. Company is nationally recognized so looks good on a resume",Has to be current and continuing student. Treated as temporary.,
C00005,R00281,2/15/2019, Computer Aide,"New York, NY",Current Employee ,It a secure gig for a student,More than 3 years,0,Flexable company they work with your schedule as an intern so you can take classes in the middle of the day and go back to work make some hours. Nice Pay,Not any really. It would be nice to get paid on friday.,
C00005,R00282,2/13/2019, Associate,"New York, NY",Current Employee ,"Not Terrible, Has Some Challenges",More than 8 years,0,"Solid benefits, safety-centric, opportunity to advance, good pay","Can be difficult to change jobs/advance, co-worker conflict",
C00005,R00283,1/26/2019, Senior Specialist,NA,Former Employee ,Great place to work and to learn,More than 3 years,0,"Collaborative work environment, team-based, and many opportunities to learn. Tuition remission is a huge plus.","Very difficult to move up, unless you're willing to wait for your turn which can take years. Internal mobility is an issue.","Let driven, productive high performers move up the ladder."
C00005,R00284,1/22/2019, Intern,"New York, NY",Former Employee ,intern,Less than a year,0,"easy work, relaxing job, you
ok",non as far as i iknow,
C00005,R00285,1/28/2019,NA,NA,Current Employee ,A slow moving dinosaur reluctant to change,More than 5 years,0,Decent pay with a flexible work life balance. Great tuition reimbursement.,Highly political with many bureaucracies. Things never proceed due to numerous red tapes and execution processes of the early 1900s.,
C00005,R00286,1/12/2019,NA,NA,Former Employee ,Customer Service,NA,0,"Great Pay, Benefits and vacation time",Very hard to get out of call center,
C00005,R00287,1/7/2019, Customer Service Represintitive,"New York, NY",Current Employee ,Customer serivcce represintitvw,More than 3 years,0,"good culture, work environment, bonuses","Some staff,
Floors, No free lunch",None needed
C00005,R00288,1/3/2019, Operations Supervisor,"Brooklyn, NY",Current Employee ,Great company,More than 10 years,0,Coned offers great opportunities and career paths.,This company been great to all employees throughout the years,
C00005,R00289,1/1/2019, Engineer,"New York, NY",Current Employee ,Stable company & friendly colleagues,More than 10 years,0,"Good work life balance. A good job to have some side hustles (part time job, open a business, or hobbies)",Recently started Business Cost Optimization (BCO) which in a way to cut cost and add more work/stress to the employee. You need to know someone to,
C00005,R00290,1/16/2019,NA,"New York, NY",Current Employee ,"Horrible company, especially PMO department",More than 3 years,0,"Paycheck, good benefits, nice co workers","The PMO department has some of the most awful Managers. They seems to lack intelligence and are only really there to take notes and contribute nothing. I don't know how these people got their positions, although some are related to former higher ups, so I am sure that's how they got there. We are forced to work with the PMO but they have really not contributed anything to the company except for charging our projects and causing grief. They clock every minute you are in or out of the office. They are note takers and time keepers and get paid a lot of money for it. Completely useless.","Get rid of the PMO, its a joke!"
C00005,R00291,12/25/2018, Section Manager,NA,Former Employee ,If working at quasi government agencies appeals to you.,More than a year,0,Job security provided for mediocraty,High performance employees cannot thrive here.,Not applicable as senior management is the problem. To the CEO: consider recruiting outside of CECONY for band 4 and above.
C00005,R00292,12/16/2018,NA,NA,Current Employee ,Senior Planning Analyst,NA,0,work-life balance; nothing else qualifies as a pro,"No career path, bureaucracy, incompetent leadership",
C00005,R00293,11/16/2018,NA,NA,Current Employee ,General Utility Worker,NA,0,Great pay. Great benefits. Room for progression.,Higher ranked mechanics dictate your day flow.,
C00005,R00294,11/26/2018, Senior Specialist,"Bronx, NY",Current Employee ,Overall its just an average company to stay afloat,More than a year,0,"Ok benefits and pay, still below the industry trends, but manageable. Combination of good, bad and worse workforce. But for the most part most of the coworkers are helpful and will lead to the right direction","Somehow, there is no room for advancement or growth and since every promotion or opportunities is reserved for the employees who come through the gold program. The gold associate are treated as untouchables and this has created a sense of immortality within some gold managers. Witnessing a gold manager cursing out in presence of the team is a daily occurrence. There is an absence of a strong leadership within the gas business.",Employees who joined the company without being a part of gold program should be given consideration within new growth opportunities.
C00005,R00295,11/3/2018, Engineering Aide,"New York, NY",Current Employee ,Engineer Aide,More than a year,0,Flexible schedule for college students.,Often times have unnecessary meetings.,
C00005,R00296,12/3/2018,NA,NA,Current Employee ,Beware,NA,0,Lots of nice employees who have been working here a long time.,Extremely bureaucratic. Many in management positions are here a long time and do not know what they are doing. Or they don't care.,
C00005,R00297,10/25/2018,NA,NA,Current Employee ,Engineering aide,Less than a year,0,"Clerical work
Nice and friendly environment","Waking up early
Long assignments
No slight tardiness",
C000010,R00298,3/26/2019, Analyst,"New York, NY",Former Employee ,Great company,More than a year,0,NA,#NAME?,
C000010,R00299,3/24/2019, Equity Research Associate,NA,Former Employee ,good work environemnt,More than a year,0,"collegiate work environment
people are smart and nice to people
hours are ok not too bad
seamless orders on food are good
ubers home are provided after 9pm","lunch is not provided
seamless order limit is $25 which is low for dinner sometimes",
C000010,R00300,3/28/2019, Vice President,"New York, NY",Current Employee ,Proceed with caution,More than a year,0,"Tiny tiny bagels
Lesley’s monthly poems
Mediocre pizza delivered cold once a month
The opportunity to continue the bro experience well beyond college
Sleep deprivation guaranteed
Annual bonuses delivered after your yearly review by thankless SMD that made millions off you
Impossible workload, refusal to say no to any deal, and endless staffing assignments
The expectation of perfection from day one and an absolute intolerance for any kind of learning curve","White, male dominated culture
Pay well below market
Turning off highly discouraged
Incredibly hierarchical
Cliquish, gossipy, cutthroat, backstabbing environment
In one part of the company multiple people disappeared over a couple of months with no explanation at all, from all levels of staff. Very strange.
No training, no professional development, no communication, no HR protocol, no real chain of command
Administrative and support staff are treated like household staff, and required to the same work
Uber no longer provided
Seamless benefit only for dinner, not that there is time for lunch
Director level leadership motivates mainly by derision, this is not a culture of constructive or positive feedback unless it’s a deal announcement email with a thanks to _______ for their work to get this done",I’m sure they spend a lot of time on Glassdoor reflecting on how they could be better.
C000010,R00301,1/25/2019, Administrative Assistant,NA,Current Employee ,Love my job,Less than a year,0,NA,#NAME?,
C000010,R00302,1/22/2019,NA,NA,Current Employee ,Intellectually stimulating and nice people,NA,0,NA,#NAME?,
C000010,R00303,12/29/2018,NA,NA,Current Employee ,Great firm,NA,0,"strong leadership, great colleagues, amazing dealflow, good exit ops","long hours, sometimes require face time",
C000010,R00304,12/14/2018,NA,NA,Former Employee ,Analyst,NA,0,NA,"- Can be bureaucratic now that it's much larger
- Certain people can be toxic given it's investment banking",Continue to invest in top quality mid-tier talent and analysts will work hard for you!
C000010,R00305,12/7/2018,NA,NA,Current Employee ,Good place to work,More than a year,0,"Smart people, great culture. Experience for life",I didn't find any as of now,
C000010,R00306,12/5/2018,NA,NA,Former Employee ,"Intellectually Rigorous Place to Work, Very Good Experience",NA,0,Great place to get hands-on finance exposure. Management team is highly respectable.,"While the firm at large may be exceptional, your experience is going to be defined more by the particular group you're in.",
C000010,R00307,8/16/2018,NA,NA,Current Employee ,Vice President,NA,0,Great Culture and awesome people,Slow in development of younger workforce,
C000010,R00308,8/8/2018,NA,NA,Former Employee ,Intern,NA,0,"Nice office/location, very cohesive strategy and management.",None that I can think of,
C000010,R00309,8/14/2018, Executive Assistant,NA,Current Employee ,Hit or miss EA roles.,NA,0,"There can be excellent work life balance but that depends on who you work for. They have nice perks like a cafe, opportunity for a bonus, and holiday parties and gifts. Health benefits are great, average vacation and holiday package.","Depending on who you work for being an EA actually means being a personal assistant and doing personal favors, returning library books, buying things on ebay for someones family, researching flower arrangements, etc, in addition to all the meeting scheduling, travel, and heavy calendaring. A lot of EA's in my department work heavy overtime due to this. Consider learning to exercise good boundaries because you might be pushed beyond reasonable limits. This is also the first place I've ever worked where assistants feel guilty stepping away or taking lunches, which does not seem too healthy. There is also a heavy gossip culture amongst assistants, watch out for that.",
C000010,R00310,7/27/2018,NA,NA,Current Employee ,Great Experience and Culture,NA,0,"Working at Evercore has provided opportunities to contribute to a wide range of transactions. The firm culture is excellent, especially relative to other firms in the industry.","The firm is somewhat inflexible in advancement timing, and tends to only promote people after a set period of time in each position.",
C000010,R00311,6/16/2018,NA,NA,Current Employee ,Vp,NA,0,"Amazing place to work. Great people, great atmosphere",Long hours. Low money to start,
C000010,R00312,6/27/2018,NA,NA,Former Employee ,Analyst,NA,0,Culture is really great. Definitely best on the street,Hours can be long and group dependent,
C000010,R00313,6/20/2018,NA,"New York, NY",Former Employee ,IBD Analyst,NA,0,"generally nice people (except for a couple of the industry groups), collaborative corporate culture with emphasis on culture building among the employee base (relative to peers)","standard drawbacks associated with investment banking (unpredictable hours, low value-add grunt work); firm has been expanding a bit too quickly from a headcount perspective which as diluted the quality of people a bit",
C000010,R00314,6/18/2018,NA,NA,Former Employee ,Vice President,NA,0,"Great culture, comradery, sense of belonging to a top-notch team. Good leadership at both the investment bank and Evercore ISI, the equity research, S&T arm.",Evercore ISI's culture of buying up and bolting together top sector teams from the street means there's little interest in promoting from within - not the best for morale of junior members and for talent retention. Lots of younger talent has left.,"Evercore ISI's build-out stage is complete - concentrate more on developing, retaining, promoting, and paying talent internally."
C000010,R00315,3/28/2018,NA,NA,Current Employee ,Great place to work & great people,NA,0,"great people, great culture, great team spirit and growth opportunities",I did not experience any cons,keep up the great work
C000010,R00316,4/11/2018, Managing Director,NA,Current Employee ,"Good place to work, good momentum, growing",More than 10 years,0,The firm is growing with good momentum.,"The firm is growing primarily with external recruiting of star bankers and analysts, not cultivating talent from within.",
C000010,R00317,3/22/2018, Associate,"New York, NY",Current Employee ,How every investment bank should be,Less than a year,0,"Growth opportunity, talented people, great benefits, good culture and sense of community.

Evercore is one of the top banks in the industry and growing at an incredible pace. Working here is a privilege and most importantly, a door to opportunity in further building my career. People are approachable, even at the very top, if you are willing to be confident, outgoing, and professional. The top executives recognize talent and WILL notice you if you know your stuff inside and out. I work very closely with top partners at the firm and I can’t say enough wonderful things about them- and these are people who have enormous accomplishments with world recognition. The company makes a genuine effort to enforce a sense of community regardless of your level. If you believe in the saying that working hard will eventually get you somewhere, then work here. If you study and work the long hours, you will move up. That’s how life works and Evercore strongly values commitment and loyalty to excelling in your craft. This company has strong values and it shows in their talent. Great benefits, solid salary, and wonderful growth opportunities. I look forward to building my career with them.","Long work hours, work becomes life but you still love it. This firm values devotion to excellence- the executives come from intense backgrounds and lots of success. If you don’t put work first, you won’t survive. This isn’t necessarily a con, but it does mean sacrificing a large part of your personal life for long hours. It will pay off immensely though.",Keep going and love your company culture. Only good things to come!
C000010,R00318,3/24/2018,NA,NA,Former Employee ,Analyst,NA,0,Great training program for incoming analysts,Long hours but you learn a lot,
C000010,R00319,3/10/2018, Vice President,"New York, NY",Current Employee ,This company is great to work for,More than 3 years,0,Feels like a family and the firm continually tries to encourage collaboration. Also has great compensation and benefits for the employees.,"They are Growing faster than they can keep up. Seating, policies etc sometimes are confusing because they company is growing so fast",
C000010,R00320,2/2/2018, Administrative Assistant,"New York, NY",Current Employee ,Wonderful culture,More than 10 years,0,wonderful people. Like a family.,you never stop working really,
C000010,R00321,1/7/2018, Investment Banking Analyst,"New York, NY",Former Employee ,Best Analyst Program,More than a year,0,"Best culture in any investment banking analyst program
Good work-life balance for an analyst program
Pay is top of the street
Most of the people are great to work with","Experience can be very group-specific
No 401k match
Long hours (associated with the industry)",Focus on hiring and training better associates
C000010,R00322,1/21/2018, M&A Analyst,"New York, NY",Current Employee ,M&A Analyst,Less than a year,0,Generally good company culture,Most of the live deals are middle-market sell-sides,
C000010,R00323,1/22/2018, ITY,"New York, NY",Current Employee ,"Solid Shop, Good Culture",More than a year,0,"I work in IT which has a rewarding culture, some stress, but nothing compared to a typical investment bank. Exposure to new tech and fun projects.","When I think back at all the other investment banks I worked at, I could rattle off a laundry list of what was lacking. Evercore is a good place to work and I cannot come up with any negatives at the moment, I have been there for 2 years and nothing stands out.","What makes this place fun to be part of is the small, caring culture. People come in, contribute and go home. There is no back stabbing that I can see, no / little politics. Hope it stays that way."
C000010,R00324,1/10/2018,NA,NA,Former Employee ,Great Investment Banking Experience,NA,0,Great culture with great people at the analyst level while was there - learned a ton as deal teams are super small and lots of responsibility is delegated to analysts,"Long hours, difficult road ahead; associates coming out of MBA programs typically lean on analysts to do work and can't produce much for their first year or so",Shorten the analyst program and offer analysts an opportunity for direct promote after 2 years.
C000010,R00325,11/7/2017, Investment Banking Analyst,"Houston, TX",Current Employee ,Great place to do lots of work,Less than a year,0,Interesting deals. High level of responsibility. Great exit opportunities.,You work a tooonnnn. It is brutal.,The trade off is pretty fair. I knew what I was getting myself into. Focus on work-life balance would reduce retention.
C000010,R00326,11/14/2017,NA,NA,Current Employee ,good place to work,NA,0,smart people work at evercore,"long hours, subject to change at any moment",
C000010,R00327,10/21/2017,NA,NA,Current Employee ,Associate,NA,0,"good environment, great fellow employees",does not promote from within,
C00006,R00328,7/5/2018, Human Resources Team Member,"Washington, DC",Current Employee ,Fannie Mae company review,More than 10 years,0,"Great benefits, good leaders. Plenty of opportunities for growth.","Some employees feel entitled and usually create a fuss if they don’t get what they want. However, if the answer is really no, then it’s a no.",
C00006,R00329,4/5/2019,NA,"Washington, DC",Former Employee ,Great Company to Work for,More than 10 years,0,Great salaries and benefits package,None that I can think of at moment,
C00006,R00330,4/3/2019,NA,NA,Former Employee ,Good atmosphere but low salaries,More than 3 years,0,Technical work cutting edge and latest,but management poor and need improvement,Salaries are very low and discrepancy too much
C00006,R00331,3/25/2019, Applications Quality Engineer,"Herndon, VA",Former Employee ,"Best benefits, forward thinking environment, fun to work at",More than 10 years,0,Fannie is always trying to improve. There are many opportunities for education and self-improvement. Salaries are good and the benefits are unbeatable.,Limited locations. You must be near Washington DC if you're a technical employee.,
C00006,R00332,3/20/2019, Senior Human Resources BP,"Herndon, VA",Former Employee ,Excellent place to work,More than 10 years,0,"Flexibility, diverse, excellent benefits and bonus structure.",Always over complicating issues etc. Always reorganizing,Stream line executives and promote from within
C00006,R00333,3/24/2019, Product Owner,NA,Current Employee ,Great company to work for,More than 8 years,0,Great Benefits and work life balance,"some teams are very political though, Not good if you are a geek and want to invent things",
C00006,R00334,3/19/2019, Senior Pricing Analyst,"Washington, DC",Current Employee ,Great place to work,More than 5 years,0,"Beautiful office space, great culture, interesting work, flexibility to work remotely","It's a large organization, so change is slow",
C00006,R00335,3/9/2019, Financial Engineer,NA,Current Employee ,Fannie Mae is a great place to work,More than 10 years,0,You can't find a more diverse place to work!,The number of meetings could be reduced,
C00006,R00336,3/7/2019, Senior Applications Development Analyst,"Washington, DC",Current Employee ,Work done the Fannie way,More than 5 years,0,Work Life Balance. Good people.,Things are done the Fannie way,
C00006,R00337,2/28/2019, Analyst,NA,Current Employee ,Great,More than a year,0,Great work life place. Pay well.,Heavy office politics. Culture can be vary based on the department.,Focuses more on the talent development.
C00006,R00338,2/26/2019,NA,NA,Current Employee ,Solid Company; Hard to get promoted,More than 5 years,0,Great benefits: 401k: 6% full match + 2%. Maternity: 10 weeks full pay. Subsidized parking and metro benefits. Guaranteed bonuses after a certain level.,Difficult to get promoted within the role. Need to apply to new role to get level increase.,
C00006,R00339,2/26/2019,NA,NA,Former Employee ,Great company!,More than a year,0,Great management and flexible. Good hours,None they were great compay,
C00006,R00340,2/23/2019,NA,NA,Current Employee ,Many opportunities for career moves. Management could use additional training.,More than 5 years,0,It is a large company with many opportunities for lateral career moves and upward mobility. The compensation and benefits are generally meet industry average.,"Job titles and pay grades are confusing and sometimes inappropriate based on the role. Varying levels of experience amongst managers with different standards of performance expectations (some are harsher or more perfectionistic while some are more lenient or more realistic) and sometimes unclear, shared, or split responsibility for employees which is a common management mistake. Work/life balance varies across different teams as some teams offer less flexibility than others. Visible difference between treatment of FTEs and contractors. Common theme amongst numerous contractors that they wouldn't want to work at the company full-time.","Management needs further training on how to effectively evaluate performance, coach and develop employees. Perfectionistic managers may stunt career growth and development of employees and inaccurately assess consistency of performance based on proven track record of delivering upon goals. These types of managers do very little to support the professional growth and development of employees and do not have supportive relationships with their directs but rather treat their professional relationships as business transactions instead of a human connection. At the relationship level, harsher managers may sometimes do more damage than good in order to meet overly aggressive business goals.

More lenient managers tend to have better relationships and tend to be more realistic about an employee's strengths and weaknesses and are better at identifying a good fit for their skillset. At the same time, these types of managers may not enforce the same high standard for performance expectations.

Management should work to strike a balance for this."
C00006,R00341,2/22/2019,NA,NA,Current Employee ,Company that is changing,NA,0,Company is moving to a more agile work environment. Dynamic grouping allows for more targeted solutions and problem solving. Very good benefit package available to employees.,"Quick moving environment, where things are not always in sync. Change can be challenging and may not be easy for everyone. Talk of work/life balance not always reflective of reality",
C00006,R00342,3/9/2019,NA,"Reston, VA",Current Employee ,Work culture,More than 3 years,0,Good company with benefits and perks,Too much politics and no one cares for the hard work and contribution,
C00006,R00343,2/20/2019, Devops Engineer,NA,Current Employee ,Awesome benefits and great place to work,NA,0,NA,- Work life balance really depends on the team you're on,
C00006,R00344,2/17/2019, Project Manager,NA,Former Employee ,Mixed Bag,More than 10 years,0,"Benefits, flexible work hours, casual dress, telework","Systematically getting rid of experienced personnel, just like any other corporation in that it is no longer employee-focused. They got rid of the Pension plan.",
C00006,R00345,2/28/2019, Project Analyst IV,"Washington, DC",Current Employee ,Pretty good place to work,More than 3 years,0,"Competitive salary
Very good benefits
Reasonably good job security","Frequent re-orgs
Can be difficult to move up",
C00006,R00346,2/12/2019, Senior Software Engineering Manager,"Reston, VA",Current Employee ,Good place to work,More than 10 years,0,"Provides good work life balance, great benefits",Opportunities for growth can be better,
C00006,R00347,2/12/2019, Business Analyst II,NA,Current Employee ,Innovative Culture,Less than a year,0,"I've been working at Fannie Mae for almost a year and since I have arrived, I have definitely witnessed the innovative culture. Things are always changing and I love it. The most inspiring thing is all the change that is happening at Fannie Mae is centered around the customer.",Still a lot of firm politics that you have to navigate through. Could be hard for employees to be promoted because of this.,
C00006,R00348,2/7/2019, Business Analyst,"Plano, TX",Former Employee ,Great company!,More than 10 years,0,"Lots of opportunities
Technology is moving toward the new millenium","If you like constant change, this is the place to work",
C00006,R00349,2/2/2019, Scrum Master,"Herndon, VA",Current Employee ,Hired though FDM,Less than a year,0,Great learning enviornment to expand understanding on IT field,Relocating to differing offices can sometimes be a hassle,Still new hire not much to input
C00006,R00350,1/29/2019, Senior Software Engineer,"Herndon, VA",Current Employee ,Good Place to Work,More than 5 years,0,Good work life balance. Good pay and benefits,Less opportunities for growth at senior level.,Please add more employee training
C00006,R00351,2/11/2019, Project Manager,"New York, NY",Current Employee ,Good Place,More than 5 years,0,"Nice place to work, flexible management",lots of politics and you need to know people,
C00006,R00352,1/26/2019,NA,NA,Current Employee ,Product Owner,NA,0,Great benefits and have growth,Not so great compensations or bonuses,
C00006,R00353,1/8/2019,NA,"Washington, DC",Current Employee ,Currently work at Fannie Mae,Less than a year,0,Great encouraging work environment where you will work from 9-5 and get weekends off. Work life balance is great!,"Not much room for ambitions advancement. Fannie is the type of place for people who want to get home to their families. This could be a pro to some, con to others.
If you want to work long hours for fast advancement and large bonuses, this is not your place. But if you don't want to work very hard and don't care much about money, then this is the perfect place for you.",
C00006,R00354,2/12/2019, Technical Project Manager,NA,Current Employee ,Boring place,NA,0,Bad managers. I had 3 of them in 3 years working there. Very unprofessional.,"There are magia bands to hire contractors and the env is so boring, bad leadership. Old technology.",
C00006,R00355,2/9/2019,NA,NA,Current Employee ,So so,NA,0,Working Condition is very good,Salary and benefit are not good,
C00006,R00356,1/14/2019,NA,NA,Former Employee ,Better culture and enviornment than most financial companies but with negative elements of government,NA,0,NA,NA,NA
